DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2012,4589287,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2013,4609779,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2014,4637852,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2015,4677627,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2016,4726286,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2017,4784383,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2018,4830392,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2019,4904240,e
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2020,4964440,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2021,5006324,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2022,5060004,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2000,279049,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2001,283361,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2002,286575,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2003,288471,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2004,290570,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2005,293577,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2006,299891,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2007,307672,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2008,315459,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2009,319368,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2010,317630,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2011,318452,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2012,319575,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2013,321857,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2014,325671,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2015,329100,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2016,332529,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2017,338349,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2018,348450,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2019,356991,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2020,364134,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2021,368792,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IS,2022,376248,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2000,56923524,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2001,56960692,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2002,56987507,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2003,57130506,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2004,57495900,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2005,57874753,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2006,58064214,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2007,58223744,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2008,58652875,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2009,59000586,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2010,59190143,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2011,59364690,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2012,59394207,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2013,59685227,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2014,60782668,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2015,60795612,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2016,60665551,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2017,60589445,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2018,60483973,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2019,59816673,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2020,59641488,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2021,59236213,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IT,2022,59030133,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2000,32426,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2001,32863,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2002,33525,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2003,33863,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2004,34294,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2005,34600,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2006,34905,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2007,35168,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2008,35356,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2009,35589,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2010,35894,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2011,36149,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2012,36475,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2013,36838,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2014,37129,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2015,37366,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2016,37622,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2017,37810,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2018,38114,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2019,38378,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2020,38747,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2021,39055,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LI,2022,39308,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2000,3512074,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2001,3486998,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2002,3454637,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2003,3431497,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2004,3398929,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2005,3355220,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2006,3289835,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2007,3249983,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2008,3212605,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2009,3183856,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2010,3141976,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2011,3052588,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2012,3003641,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2013,2971905,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2014,2943472,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2015,2921262,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2016,2888558,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2017,2847904,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2018,2808901,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2019,2794184,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2020,2794090,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2021,2795680,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LT,2022,2805998,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2000,433600,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2001,439000,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2002,444050,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2003,448300,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2004,454960,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2005,461230,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2006,469086,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2007,476187,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2008,483799,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2009,493500,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2010,502066,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2011,511840,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2012,524853,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2013,537039,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2014,549680,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2015,562958,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2016,576249,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2017,590667,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2018,602005,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2019,613894,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2020,626108,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2021,634730,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LU,2022,645397,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2000,2381715,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2001,2353384,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2002,2320956,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2003,2299390,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2004,2276520,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2005,2249724,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2006,2227874,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2007,2208840,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2008,2191810,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2009,2162834,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2010,2120504,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2011,2074605,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2012,2044813,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2013,2023825,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2014,2001468,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2015,1986096,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2016,1968957,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2017,1950116,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2018,1934379,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2019,1919968,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2020,1907675,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2021,1893223,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,LV,2022,1875757,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MC,2004,32828,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MC,2005,33085,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2000,3644070,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2001,3635112,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2002,3627812,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2003,3618312,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2004,3607435,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2005,3600436,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2006,3589936,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2007,3581110,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2008,3572703,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2009,3567512,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2010,3563695,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2011,3560430,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2012,3559541,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2013,3559497,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2014,3557634,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2015,3555159,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2017,3550852,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MD,2021,2597107,p
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2000,603152,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2001,605988,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2002,608460,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2003,610510,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2004,612214,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2005,613420,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2006,613109,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2007,614624,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2008,615543,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2009,617157,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2010,619001,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2011,619850,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2012,620308,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2013,620893,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2014,621521,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2015,622099,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2016,622218,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2017,622387,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2018,622359,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2019,622182,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2020,621873,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2021,620739,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ME,2022,617683,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2000,2021578,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2001,2031112,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2002,2038651,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2003,2023654,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2004,2029892,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2005,2035196,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2006,2038514,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2007,2041941,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2008,2045177,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2009,2048619,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2010,2052722,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2011,2057284,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2012,2059794,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2013,2062294,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2014,2065769,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2015,2069172,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2016,2071278,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2017,2073702,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2018,2075301,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2019,2077132,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2020,2076255,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2021,2068808,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MK,2022,1837114,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2000,388759,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2001,391415,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2002,394641,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2003,397296,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2004,399867,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2005,402668,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2006,404999,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2007,405616,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2008,407832,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2009,410926,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2010,414027,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2011,414989,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2012,417546,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2013,422509,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2014,429424,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2015,439691,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2016,450415,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2017,460297,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2018,475701,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2019,493559,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2020,514564,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2021,516100,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,MT,2022,520971,p
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2000,15863950,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2001,15987075,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2002,16105285,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2003,16192572,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2004,16258032,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2005,16305526,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2006,16334210,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2007,16357992,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2008,16405399,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2009,16485787,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2010,16574989,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,NL,2011,16655799,
